run_group,stage,layer,family,case_id,role,source_path,role_call_count,hydrated_bytes,hydrated_item_count,memory_bytes,memory_item_count,artifact_bytes,artifact_item_count,text_bytes,text_item_count,table_bytes,table_item_count,state_ref_count,prompt_bytes,prompt_visible_bytes,prompt_scaffolding_bytes,non_external_prompt_visible_bytes,completion_tokens,replay_class,quality_pass
p0_full,03_replay_full,L0,cross_period_financial_analysis,formal-join-001,executor,/home/qcrs/statebus/runs/full_qwen3_full_p1_20260715_001059/stages/03_replay_full/workspaces/L3/_history_bootstrap/formal-join-001/logs/task_metrics.json,1.0,1233.0,5.0,0.0,0.0,0.0,0.0,1233.0,,181.0,6.0,0.0,2637.0,1414.0,1223.0,0.0,32.0,,True
p0_full,03_replay_full,L0,cross_period_financial_analysis,formal-join-001,summarizer,/home/qcrs/statebus/runs/full_qwen3_full_p1_20260715_001059/stages/03_replay_full/workspaces/L3/_history_bootstrap/formal-join-001/logs/task_metrics.json,1.0,1233.0,5.0,0.0,0.0,305.0,1.0,1233.0,,181.0,6.0,0.0,2452.0,1719.0,733.0,305.0,73.0,,True
p0_full,03_replay_full,L0,cross_period_financial_analysis,formal-join-002,planner,/home/qcrs/statebus/runs/full_qwen3_full_p1_20260715_001059/stages/03_replay_full/workspaces/L3/_history_bootstrap/formal-join-002/logs/task_metrics.json,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,1158.0,0.0,1158.0,0.0,292.0,,True
p0_full,03_replay_full,L0,cross_period_financial_analysis,formal-join-002,retriever,/home/qcrs/statebus/runs/full_qwen3_full_p1_20260715_001059/stages/03_replay_full/workspaces/L3/_history_bootstrap/formal-join-002/logs/task_metrics.json,1.0,1233.0,5.0,0.0,0.0,0.0,0.0,1233.0,,181.0,6.0,0.0,2841.0,1414.0,1427.0,0.0,31.0,,True
p0_full,03_replay_full,L0,cross_period_financial_analysis,formal-join-002,executor,/home/qcrs/statebus/runs/full_qwen3_full_p1_20260715_001059/stages/03_replay_full/workspaces/L3/_history_bootstrap/formal-join-002/logs/task_metrics.json,1.0,1233.0,5.0,0.0,0.0,0.0,0.0,1233.0,,181.0,6.0,0.0,2637.0,1414.0,1223.0,0.0,32.0,,True
p0_full,03_replay_full,L0,cross_period_financial_analysis,formal-join-002,summarizer,/home/qcrs/statebus/runs/full_qwen3_full_p1_20260715_001059/stages/03_replay_full/workspaces/L3/_history_bootstrap/formal-join-002/logs/task_metrics.json,1.0,1233.0,5.0,0.0,0.0,305.0,1.0,1233.0,,181.0,6.0,0.0,2452.0,1719.0,733.0,305.0,73.0,,True
p0_full,03_replay_full,L0,cross_period_financial_analysis,formal-join-003,planner,/home/qcrs/statebus/runs/full_qwen3_full_p1_20260715_001059/stages/03_replay_full/workspaces/L3/_history_bootstrap/formal-join-003/logs/task_metrics.json,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,1158.0,0.0,1158.0,0.0,300.0,,True
p0_full,03_replay_full,L0,cross_period_financial_analysis,formal-join-003,retriever,/home/qcrs/statebus/runs/full_qwen3_full_p1_20260715_001059/stages/03_replay_full/workspaces/L3/_history_bootstrap/formal-join-003/logs/task_metrics.json,1.0,1233.0,5.0,0.0,0.0,0.0,0.0,1233.0,,181.0,6.0,0.0,2841.0,1414.0,1427.0,0.0,31.0,,True
p0_full,03_replay_full,L0,cross_period_financial_analysis,formal-join-003,executor,/home/qcrs/statebus/runs/full_qwen3_full_p1_20260715_001059/stages/03_replay_full/workspaces/L3/_history_bootstrap/formal-join-003/logs/task_metrics.json,1.0,1233.0,5.0,0.0,0.0,0.0,0.0,1233.0,,181.0,6.0,0.0,2637.0,1414.0,1223.0,0.0,32.0,,True
p0_full,03_replay_full,L0,cross_period_financial_analysis,formal-join-003,summarizer,/home/qcrs/statebus/runs/full_qwen3_full_p1_20260715_001059/stages/03_replay_full/workspaces/L3/_history_bootstrap/formal-join-003/logs/task_metrics.json,1.0,1233.0,5.0,0.0,0.0,305.0,1.0,1233.0,,181.0,6.0,0.0,2452.0,1719.0,733.0,305.0,73.0,,True
p0_full,03_replay_full,L0,cross_period_financial_analysis,formal-join-004,planner,/home/qcrs/statebus/runs/full_qwen3_full_p1_20260715_001059/stages/03_replay_full/workspaces/L3/_history_bootstrap/formal-join-004/logs/task_metrics.json,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,1200.0,0.0,1200.0,0.0,304.0,,True
p0_full,03_replay_full,L0,cross_period_financial_analysis,formal-join-004,retriever,/home/qcrs/statebus/runs/full_qwen3_full_p1_20260715_001059/stages/03_replay_full/workspaces/L3/_history_bootstrap/formal-join-004/logs/task_metrics.json,1.0,1233.0,5.0,0.0,0.0,0.0,0.0,1233.0,,181.0,6.0,0.0,2902.0,1414.0,1488.0,0.0,31.0,,True
p0_full,03_replay_full,L0,cross_period_financial_analysis,formal-join-004,executor,/home/qcrs/statebus/runs/full_qwen3_full_p1_20260715_001059/stages/03_replay_full/workspaces/L3/_history_bootstrap/formal-join-004/logs/task_metrics.json,1.0,1233.0,5.0,0.0,0.0,0.0,0.0,1233.0,,181.0,6.0,0.0,2644.0,1414.0,1230.0,0.0,32.0,,True
p0_full,03_replay_full,L0,cross_period_financial_analysis,formal-join-004,summarizer,/home/qcrs/statebus/runs/full_qwen3_full_p1_20260715_001059/stages/03_replay_full/workspaces/L3/_history_bootstrap/formal-join-004/logs/task_metrics.json,1.0,1233.0,5.0,0.0,0.0,305.0,1.0,1233.0,,181.0,6.0,0.0,2451.0,1719.0,732.0,305.0,72.0,,True
p0_full,03_replay_full,L0,cross_period_financial_analysis,formal-join-005,planner,/home/qcrs/statebus/runs/full_qwen3_full_p1_20260715_001059/stages/03_replay_full/workspaces/L3/_history_bootstrap/formal-join-005/logs/task_metrics.json,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,1181.0,0.0,1181.0,0.0,329.0,,True
p0_full,03_replay_full,L0,cross_period_financial_analysis,formal-join-005,retriever,/home/qcrs/statebus/runs/full_qwen3_full_p1_20260715_001059/stages/03_replay_full/workspaces/L3/_history_bootstrap/formal-join-005/logs/task_metrics.json,1.0,1233.0,5.0,0.0,0.0,0.0,0.0,1233.0,,181.0,6.0,0.0,2833.0,1414.0,1419.0,0.0,31.0,,True
p0_full,03_replay_full,L0,cross_period_financial_analysis,formal-join-005,executor,/home/qcrs/statebus/runs/full_qwen3_full_p1_20260715_001059/stages/03_replay_full/workspaces/L3/_history_bootstrap/formal-join-005/logs/task_metrics.json,1.0,1233.0,5.0,0.0,0.0,0.0,0.0,1233.0,,181.0,6.0,0.0,2637.0,1414.0,1223.0,0.0,32.0,,True
p0_full,03_replay_full,L0,cross_period_financial_analysis,formal-join-005,summarizer,/home/qcrs/statebus/runs/full_qwen3_full_p1_20260715_001059/stages/03_replay_full/workspaces/L3/_history_bootstrap/formal-join-005/logs/task_metrics.json,1.0,1233.0,5.0,0.0,0.0,305.0,1.0,1233.0,,181.0,6.0,0.0,2452.0,1719.0,733.0,305.0,73.0,,True
p0_full,03_replay_full,L0,cross_period_financial_analysis,formal-trend-001,planner,/home/qcrs/statebus/runs/full_qwen3_full_p1_20260715_001059/stages/03_replay_full/workspaces/L3/_history_bootstrap/formal-trend-001/logs/task_metrics.json,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,1143.0,0.0,1143.0,0.0,356.0,,True
p0_full,03_replay_full,L0,cross_period_financial_analysis,formal-trend-001,retriever,/home/qcrs/statebus/runs/full_qwen3_full_p1_20260715_001059/stages/03_replay_full/workspaces/L3/_history_bootstrap/formal-trend-001/logs/task_metrics.json,1.0,1233.0,5.0,0.0,0.0,0.0,0.0,1233.0,,181.0,6.0,0.0,2883.0,1414.0,1469.0,0.0,31.0,,True
p0_full,03_replay_full,L0,cross_period_financial_analysis,formal-trend-001,executor,/home/qcrs/statebus/runs/full_qwen3_full_p1_20260715_001059/stages/03_replay_full/workspaces/L3/_history_bootstrap/formal-trend-001/logs/task_metrics.json,1.0,1233.0,5.0,0.0,0.0,0.0,0.0,1233.0,,181.0,6.0,0.0,2644.0,1414.0,1230.0,0.0,32.0,,True
p0_full,03_replay_full,L0,cross_period_financial_analysis,formal-trend-001,summarizer,/home/qcrs/statebus/runs/full_qwen3_full_p1_20260715_001059/stages/03_replay_full/workspaces/L3/_history_bootstrap/formal-trend-001/logs/task_metrics.json,1.0,1233.0,5.0,0.0,0.0,305.0,1.0,1233.0,,181.0,6.0,0.0,2451.0,1719.0,732.0,305.0,72.0,,True
p0_full,03_replay_full,L0,cross_period_financial_analysis,formal-trend-002,planner,/home/qcrs/statebus/runs/full_qwen3_full_p1_20260715_001059/stages/03_replay_full/workspaces/L3/_history_bootstrap/formal-trend-002/logs/task_metrics.json,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,1143.0,0.0,1143.0,0.0,353.0,,True
p0_full,03_replay_full,L0,cross_period_financial_analysis,formal-trend-002,retriever,/home/qcrs/statebus/runs/full_qwen3_full_p1_20260715_001059/stages/03_replay_full/workspaces/L3/_history_bootstrap/formal-trend-002/logs/task_metrics.json,1.0,1233.0,5.0,0.0,0.0,0.0,0.0,1233.0,,181.0,6.0,0.0,2881.0,1414.0,1467.0,0.0,31.0,,True
p0_full,03_replay_full,L0,cross_period_financial_analysis,formal-trend-002,executor,/home/qcrs/statebus/runs/full_qwen3_full_p1_20260715_001059/stages/03_replay_full/workspaces/L3/_history_bootstrap/formal-trend-002/logs/task_metrics.json,1.0,1233.0,5.0,0.0,0.0,0.0,0.0,1233.0,,181.0,6.0,0.0,2644.0,1414.0,1230.0,0.0,32.0,,True
p0_full,03_replay_full,L0,cross_period_financial_analysis,formal-trend-002,summarizer,/home/qcrs/statebus/runs/full_qwen3_full_p1_20260715_001059/stages/03_replay_full/workspaces/L3/_history_bootstrap/formal-trend-002/logs/task_metrics.json,1.0,1233.0,5.0,0.0,0.0,305.0,1.0,1233.0,,181.0,6.0,0.0,2451.0,1719.0,732.0,305.0,72.0,,True
p0_full,03_replay_full,L0,cross_period_financial_analysis,formal-trend-003,planner,/home/qcrs/statebus/runs/full_qwen3_full_p1_20260715_001059/stages/03_replay_full/workspaces/L3/_history_bootstrap/formal-trend-003/logs/task_metrics.json,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,1109.0,0.0,1109.0,0.0,320.0,,True
p0_full,03_replay_full,L0,cross_period_financial_analysis,formal-trend-003,retriever,/home/qcrs/statebus/runs/full_qwen3_full_p1_20260715_001059/stages/03_replay_full/workspaces/L3/_history_bootstrap/formal-trend-003/logs/task_metrics.json,1.0,1233.0,5.0,0.0,0.0,0.0,0.0,1233.0,,181.0,6.0,0.0,2848.0,1414.0,1434.0,0.0,31.0,,True
p0_full,03_replay_full,L0,cross_period_financial_analysis,formal-trend-003,executor,/home/qcrs/statebus/runs/full_qwen3_full_p1_20260715_001059/stages/03_replay_full/workspaces/L3/_history_bootstrap/formal-trend-003/logs/task_metrics.json,1.0,1233.0,5.0,0.0,0.0,0.0,0.0,1233.0,,181.0,6.0,0.0,2650.0,1414.0,1236.0,0.0,32.0,,True
p0_full,03_replay_full,L0,cross_period_financial_analysis,formal-trend-003,summarizer,/home/qcrs/statebus/runs/full_qwen3_full_p1_20260715_001059/stages/03_replay_full/workspaces/L3/_history_bootstrap/formal-trend-003/logs/task_metrics.json,1.0,1233.0,5.0,0.0,0.0,305.0,1.0,1233.0,,181.0,6.0,0.0,2451.0,1719.0,732.0,305.0,73.0,,True
p0_full,03_replay_full,L0,cross_period_financial_analysis,formal-trend-004,planner,/home/qcrs/statebus/runs/full_qwen3_full_p1_20260715_001059/stages/03_replay_full/workspaces/L3/_history_bootstrap/formal-trend-004/logs/task_metrics.json,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,1109.0,0.0,1109.0,0.0,306.0,,True
p0_full,03_replay_full,L0,cross_period_financial_analysis,formal-trend-004,retriever,/home/qcrs/statebus/runs/full_qwen3_full_p1_20260715_001059/stages/03_replay_full/workspaces/L3/_history_bootstrap/formal-trend-004/logs/task_metrics.json,1.0,1233.0,5.0,0.0,0.0,0.0,0.0,1233.0,,181.0,6.0,0.0,2840.0,1414.0,1426.0,0.0,31.0,,True
p0_full,03_replay_full,L0,cross_period_financial_analysis,formal-trend-004,executor,/home/qcrs/statebus/runs/full_qwen3_full_p1_20260715_001059/stages/03_replay_full/workspaces/L3/_history_bootstrap/formal-trend-004/logs/task_metrics.json,1.0,1233.0,5.0,0.0,0.0,0.0,0.0,1233.0,,181.0,6.0,0.0,2650.0,1414.0,1236.0,0.0,32.0,,True
p0_full,03_replay_full,L0,cross_period_financial_analysis,formal-trend-004,summarizer,/home/qcrs/statebus/runs/full_qwen3_full_p1_20260715_001059/stages/03_replay_full/workspaces/L3/_history_bootstrap/formal-trend-004/logs/task_metrics.json,1.0,1233.0,5.0,0.0,0.0,305.0,1.0,1233.0,,181.0,6.0,0.0,2451.0,1719.0,732.0,305.0,73.0,,True
p0_full,03_replay_full,L0,cross_period_financial_analysis,formal-trend-005,planner,/home/qcrs/statebus/runs/full_qwen3_full_p1_20260715_001059/stages/03_replay_full/workspaces/L3/_history_bootstrap/formal-trend-005/logs/task_metrics.json,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,1189.0,0.0,1189.0,0.0,330.0,,True
p0_full,03_replay_full,L0,cross_period_financial_analysis,formal-trend-005,retriever,/home/qcrs/statebus/runs/full_qwen3_full_p1_20260715_001059/stages/03_replay_full/workspaces/L3/_history_bootstrap/formal-trend-005/logs/task_metrics.json,1.0,1233.0,5.0,0.0,0.0,0.0,0.0,1233.0,,181.0,6.0,0.0,2886.0,1414.0,1472.0,0.0,31.0,,True
p0_full,03_replay_full,L0,cross_period_financial_analysis,formal-trend-005,executor,/home/qcrs/statebus/runs/full_qwen3_full_p1_20260715_001059/stages/03_replay_full/workspaces/L3/_history_bootstrap/formal-trend-005/logs/task_metrics.json,1.0,1233.0,5.0,0.0,0.0,0.0,0.0,1233.0,,181.0,6.0,0.0,2644.0,1414.0,1230.0,0.0,32.0,,True
p0_full,03_replay_full,L0,cross_period_financial_analysis,formal-trend-005,summarizer,/home/qcrs/statebus/runs/full_qwen3_full_p1_20260715_001059/stages/03_replay_full/workspaces/L3/_history_bootstrap/formal-trend-005/logs/task_metrics.json,1.0,1233.0,5.0,0.0,0.0,305.0,1.0,1233.0,,181.0,6.0,0.0,2451.0,1719.0,732.0,305.0,72.0,,True
p0_full,03_replay_full,L3,financial_report_analysis,benchmark-sample-1,planner,/home/qcrs/statebus/runs/full_qwen3_full_p1_20260715_001059/stages/03_replay_full/workspaces/L3/benchmark-sample-1/logs/task_metrics.json,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,1058.0,0.0,1058.0,0.0,315.0,,True
p0_full,03_replay_full,L3,financial_report_analysis,benchmark-sample-1,retriever,/home/qcrs/statebus/runs/full_qwen3_full_p1_20260715_001059/stages/03_replay_full/workspaces/L3/benchmark-sample-1/logs/task_metrics.json,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,True
p0_full,03_replay_full,L3,financial_report_analysis,benchmark-sample-1,executor,/home/qcrs/statebus/runs/full_qwen3_full_p1_20260715_001059/stages/03_replay_full/workspaces/L3/benchmark-sample-1/logs/task_metrics.json,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,True
p0_full,03_replay_full,L3,financial_report_analysis,benchmark-sample-1,summarizer,/home/qcrs/statebus/runs/full_qwen3_full_p1_20260715_001059/stages/03_replay_full/workspaces/L3/benchmark-sample-1/logs/task_metrics.json,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,True
p0_full,03_replay_full,L3,financial_report_analysis,benchmark-sample-2,planner,/home/qcrs/statebus/runs/full_qwen3_full_p1_20260715_001059/stages/03_replay_full/workspaces/L3/benchmark-sample-2/logs/task_metrics.json,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,1058.0,0.0,1058.0,0.0,318.0,,True
p0_full,03_replay_full,L3,financial_report_analysis,benchmark-sample-2,retriever,/home/qcrs/statebus/runs/full_qwen3_full_p1_20260715_001059/stages/03_replay_full/workspaces/L3/benchmark-sample-2/logs/task_metrics.json,1.0,254.0,3.0,287.0,1.0,0.0,0.0,254.0,,30.0,1.0,1.0,1927.0,571.0,1356.0,287.0,31.0,,True
p0_full,03_replay_full,L3,financial_report_analysis,benchmark-sample-2,executor,/home/qcrs/statebus/runs/full_qwen3_full_p1_20260715_001059/stages/03_replay_full/workspaces/L3/benchmark-sample-2/logs/task_metrics.json,1.0,0.0,0.0,287.0,1.0,0.0,0.0,0.0,,30.0,1.0,1.0,1578.0,317.0,1261.0,287.0,31.0,,True
p0_full,03_replay_full,L3,financial_report_analysis,benchmark-sample-2,summarizer,/home/qcrs/statebus/runs/full_qwen3_full_p1_20260715_001059/stages/03_replay_full/workspaces/L3/benchmark-sample-2/logs/task_metrics.json,1.0,254.0,3.0,287.0,1.0,220.0,1.0,254.0,,30.0,1.0,1.0,1589.0,791.0,798.0,507.0,94.0,,True
p0_full,03_replay_full,L3,financial_report_analysis,benchmark-sample-3,planner,/home/qcrs/statebus/runs/full_qwen3_full_p1_20260715_001059/stages/03_replay_full/workspaces/L3/benchmark-sample-3/logs/task_metrics.json,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,1058.0,0.0,1058.0,0.0,318.0,,True
p0_full,03_replay_full,L3,financial_report_analysis,benchmark-sample-3,retriever,/home/qcrs/statebus/runs/full_qwen3_full_p1_20260715_001059/stages/03_replay_full/workspaces/L3/benchmark-sample-3/logs/task_metrics.json,1.0,291.0,3.0,293.0,1.0,0.0,0.0,291.0,,30.0,1.0,1.0,1962.0,614.0,1348.0,293.0,31.0,,True
p0_full,03_replay_full,L3,financial_report_analysis,benchmark-sample-3,executor,/home/qcrs/statebus/runs/full_qwen3_full_p1_20260715_001059/stages/03_replay_full/workspaces/L3/benchmark-sample-3/logs/task_metrics.json,1.0,0.0,0.0,293.0,1.0,0.0,0.0,0.0,,30.0,1.0,1.0,1584.0,323.0,1261.0,293.0,31.0,,True
p0_full,03_replay_full,L3,financial_report_analysis,benchmark-sample-3,summarizer,/home/qcrs/statebus/runs/full_qwen3_full_p1_20260715_001059/stages/03_replay_full/workspaces/L3/benchmark-sample-3/logs/task_metrics.json,1.0,291.0,3.0,293.0,1.0,220.0,1.0,291.0,,30.0,1.0,1.0,1632.0,834.0,798.0,513.0,82.0,,True
p0_full,03_replay_full,L3,financial_report_analysis,benchmark-sample-4,planner,/home/qcrs/statebus/runs/full_qwen3_full_p1_20260715_001059/stages/03_replay_full/workspaces/L3/benchmark-sample-4/logs/task_metrics.json,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,1073.0,0.0,1073.0,0.0,319.0,,True
p0_full,03_replay_full,L3,financial_report_analysis,benchmark-sample-4,retriever,/home/qcrs/statebus/runs/full_qwen3_full_p1_20260715_001059/stages/03_replay_full/workspaces/L3/benchmark-sample-4/logs/task_metrics.json,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,True
p0_full,03_replay_full,L3,financial_report_analysis,benchmark-sample-4,executor,/home/qcrs/statebus/runs/full_qwen3_full_p1_20260715_001059/stages/03_replay_full/workspaces/L3/benchmark-sample-4/logs/task_metrics.json,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,True
p0_full,03_replay_full,L3,financial_report_analysis,benchmark-sample-4,summarizer,/home/qcrs/statebus/runs/full_qwen3_full_p1_20260715_001059/stages/03_replay_full/workspaces/L3/benchmark-sample-4/logs/task_metrics.json,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,True
p0_full,03_replay_full,L3,financial_report_analysis,benchmark-sample-5,planner,/home/qcrs/statebus/runs/full_qwen3_full_p1_20260715_001059/stages/03_replay_full/workspaces/L3/benchmark-sample-5/logs/task_metrics.json,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,1073.0,0.0,1073.0,0.0,326.0,,True
p0_full,03_replay_full,L3,financial_report_analysis,benchmark-sample-5,retriever,/home/qcrs/statebus/runs/full_qwen3_full_p1_20260715_001059/stages/03_replay_full/workspaces/L3/benchmark-sample-5/logs/task_metrics.json,1.0,312.0,3.0,321.0,1.0,0.0,0.0,312.0,,29.0,1.0,1.0,2029.0,662.0,1367.0,321.0,31.0,,True
p0_full,03_replay_full,L3,financial_report_analysis,benchmark-sample-5,executor,/home/qcrs/statebus/runs/full_qwen3_full_p1_20260715_001059/stages/03_replay_full/workspaces/L3/benchmark-sample-5/logs/task_metrics.json,1.0,0.0,0.0,321.0,1.0,0.0,0.0,0.0,,29.0,1.0,1.0,1611.0,350.0,1261.0,321.0,31.0,,True
p0_full,03_replay_full,L3,financial_report_analysis,benchmark-sample-5,summarizer,/home/qcrs/statebus/runs/full_qwen3_full_p1_20260715_001059/stages/03_replay_full/workspaces/L3/benchmark-sample-5/logs/task_metrics.json,1.0,312.0,3.0,321.0,1.0,218.0,1.0,312.0,,29.0,1.0,1.0,1678.0,880.0,798.0,539.0,86.0,,True
p0_full,03_replay_full,L3,financial_report_analysis,benchmark-sample-6,planner,/home/qcrs/statebus/runs/full_qwen3_full_p1_20260715_001059/stages/03_replay_full/workspaces/L3/benchmark-sample-6/logs/task_metrics.json,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,1068.0,0.0,1068.0,0.0,295.0,,True
p0_full,03_replay_full,L3,financial_report_analysis,benchmark-sample-6,retriever,/home/qcrs/statebus/runs/full_qwen3_full_p1_20260715_001059/stages/03_replay_full/workspaces/L3/benchmark-sample-6/logs/task_metrics.json,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,True
p0_full,03_replay_full,L3,financial_report_analysis,benchmark-sample-6,executor,/home/qcrs/statebus/runs/full_qwen3_full_p1_20260715_001059/stages/03_replay_full/workspaces/L3/benchmark-sample-6/logs/task_metrics.json,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,True
p0_full,03_replay_full,L3,financial_report_analysis,benchmark-sample-6,summarizer,/home/qcrs/statebus/runs/full_qwen3_full_p1_20260715_001059/stages/03_replay_full/workspaces/L3/benchmark-sample-6/logs/task_metrics.json,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,True
p0_full,03_replay_full,L3,financial_report_analysis,benchmark-sample-7,planner,/home/qcrs/statebus/runs/full_qwen3_full_p1_20260715_001059/stages/03_replay_full/workspaces/L3/benchmark-sample-7/logs/task_metrics.json,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,1076.0,0.0,1076.0,0.0,296.0,,True
p0_full,03_replay_full,L3,financial_report_analysis,benchmark-sample-7,retriever,/home/qcrs/statebus/runs/full_qwen3_full_p1_20260715_001059/stages/03_replay_full/workspaces/L3/benchmark-sample-7/logs/task_metrics.json,1.0,298.0,3.0,276.0,1.0,0.0,0.0,298.0,,38.0,1.0,1.0,1979.0,612.0,1367.0,276.0,31.0,,True
p0_full,03_replay_full,L3,financial_report_analysis,benchmark-sample-7,executor,/home/qcrs/statebus/runs/full_qwen3_full_p1_20260715_001059/stages/03_replay_full/workspaces/L3/benchmark-sample-7/logs/task_metrics.json,1.0,0.0,0.0,276.0,1.0,0.0,0.0,0.0,,38.0,1.0,1.0,1575.0,314.0,1261.0,276.0,31.0,,True
p0_full,03_replay_full,L3,financial_report_analysis,benchmark-sample-7,summarizer,/home/qcrs/statebus/runs/full_qwen3_full_p1_20260715_001059/stages/03_replay_full/workspaces/L3/benchmark-sample-7/logs/task_metrics.json,1.0,298.0,3.0,276.0,1.0,227.0,1.0,298.0,,38.0,1.0,1.0,1637.0,839.0,798.0,503.0,88.0,,True
p0_full,03_replay_full,L3,financial_report_analysis,benchmark-sample-8,planner,/home/qcrs/statebus/runs/full_qwen3_full_p1_20260715_001059/stages/03_replay_full/workspaces/L3/benchmark-sample-8/logs/task_metrics.json,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,1068.0,0.0,1068.0,0.0,304.0,,True
p0_full,03_replay_full,L3,financial_report_analysis,benchmark-sample-8,retriever,/home/qcrs/statebus/runs/full_qwen3_full_p1_20260715_001059/stages/03_replay_full/workspaces/L3/benchmark-sample-8/logs/task_metrics.json,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,True
p0_full,03_replay_full,L3,financial_report_analysis,benchmark-sample-8,executor,/home/qcrs/statebus/runs/full_qwen3_full_p1_20260715_001059/stages/03_replay_full/workspaces/L3/benchmark-sample-8/logs/task_metrics.json,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,True
p0_full,03_replay_full,L3,financial_report_analysis,benchmark-sample-8,summarizer,/home/qcrs/statebus/runs/full_qwen3_full_p1_20260715_001059/stages/03_replay_full/workspaces/L3/benchmark-sample-8/logs/task_metrics.json,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,True
p0_full,03_replay_full,L3,continuous_csv_table_analysis,formal-agg-001,planner,/home/qcrs/statebus/runs/full_qwen3_full_p1_20260715_001059/stages/03_replay_full/workspaces/L3/formal-agg-001/logs/task_metrics.json,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,1174.0,0.0,1174.0,0.0,181.0,,True
p0_full,03_replay_full,L3,continuous_csv_table_analysis,formal-agg-001,retriever,/home/qcrs/statebus/runs/full_qwen3_full_p1_20260715_001059/stages/03_replay_full/workspaces/L3/formal-agg-001/logs/task_metrics.json,1.0,720.0,3.0,230.0,1.0,0.0,0.0,720.0,,50.0,1.0,1.0,2230.0,1000.0,1230.0,230.0,29.0,,True
p0_full,03_replay_full,L3,continuous_csv_table_analysis,formal-agg-001,executor,/home/qcrs/statebus/runs/full_qwen3_full_p1_20260715_001059/stages/03_replay_full/workspaces/L3/formal-agg-001/logs/task_metrics.json,1.0,0.0,0.0,230.0,1.0,0.0,0.0,0.0,,50.0,1.0,1.0,1424.0,280.0,1144.0,230.0,29.0,,True
p0_full,03_replay_full,L3,continuous_csv_table_analysis,formal-agg-001,summarizer,/home/qcrs/statebus/runs/full_qwen3_full_p1_20260715_001059/stages/03_replay_full/workspaces/L3/formal-agg-001/logs/task_metrics.json,1.0,720.0,3.0,230.0,1.0,215.0,1.0,720.0,,50.0,1.0,1.0,2020.0,1215.0,805.0,445.0,69.0,,True
